Title,Rating,Price,Price_Anterior,Votante,Demanda
"Lenovo Legion Y25-25 Monitor LCD FHD de 24.5 pulgadas, 16:9, retroiluminación LED, AMD FreeSync Premium, 240Hz, tiempo de respuesta de 1 ms",4.4,255.,US$339.99US$339.99,(562),
"CUIUIC Monitor de pantalla táctil de 13.3 pulgadas, HDMI+VGA FHD 1920x1080 IPS HDR 100% sRGB 60Hz pantalla táctil de 10 puntos con altavoces y VESA para portátil/Mini PC/PC Stick/Raspberry Pi/TV Box/Consolas de juegos",4.5,199.,,(48),
"ELECROW Raspberry Pi - Pantalla táctil de 7 pulgadas, mini monitor HDMI de pantalla LCD de 1024 x 600 compatible con Raspberry Pi 400 4 3B+ 3B Windows PC",4.5,63.,US$100.00US$100.00,(189),
"LG 27GN600-B Ultragear Monitor compatible con IPS LED FHD G-Sync con HDR (DisplayPort, HDMI) - Negro",4.7,309.,,(202),Solo queda(n) 3 en stock (hay más unidades en camino).
"MSI MAG274R2, monitor para juegos de 27 pulgadas, 1920 x 1080 (FHD), IPS, 1ms, 165Hz, compatible con G-Sync, listo para HDR, HDMI, Displayport, USB tipo C, inclinación, giratorio, altura ajustable, pivote",4.6,229.,US$279.99US$279.99,(140),
"Wstirhy Monitor para juegos de 24 pulgadas de 144 Hz, monitor de PC FHD LED 1920x1080, 1ms 144Hz, panel TN, 99% sRGB, VESA, DisplayPort, HDMI, negro",4.6,109.,,(16),
"Dragon Touch Portátil 4K – Monitor de juegos IPS HDR de 15.6 pulgadas, 100% sRGB FreeSync con altavoces, VESA compatible con Xbox PS4 Nintendo Switch, laptop, PC, teléfono, Mac Surface (no pantalla táctil)",4.2,224.,US$299.99US$299.99,(485),
"HONGO Monitor portátil para portátil de 15.6 pulgadas, Full HD 1080P, monitor de computadora dual USB C HDMI con altavoces, monitor de viaje plano para MacBook Pro PS4 PS5 PC, cubierta inteligente y protector de pantalla incluidos",4.3,119.,,"(1,180)",
"VIOTEK GFV24CB - Monitor de juego de 24 pulgadas, 165 Hz (soporta 144 Hz) 1920 x 1080p FHD de alto color 4000:1, contraste 98 % sRGB VA, Panel pantalla cerca de marco sin bisel GSYNC, FreeSync, DisplayPort, HDMI, VESA",4.6,119.,US$179.99US$179.99,(857),
Paquete de 2 elevadores de monitor de computadora | Soporte de esquina universal de escritorio triangular para monitor de computadora y portátil HD01T-203,4.8,31.,,"(1,091)",
"MOOJAY Soporte de monitor para escritorio, luces RGB para juegos con USB 3.0 y 2.0, elevador de pantalla plegable para computadora con cajón de almacenamiento y soporte para teléfono, organizador de escritorio para laptop, para PC, laptop, iMac - negro",4.4,31.,US$39.87US$39.87,(829),
"Wstirhy Monitor BNC pequeño de 13.3 pulgadas, resolución de 1366 x 768, monitor pequeño con control remoto, HDMI VGA AV BNC USB, mini monitor para Fire Stick, computadora, Raspberry Pi, monitor de cocina, altavoz incorporado",5.0,79.,,(3),
"Corsair XENEON 32UHD144 Monitor para juegos - 32 pulgadas, IPS UHD (3840 x 2160), AMD FreeSync™ Premium Adaptive Sync™, frecuencia de actualización de 144 Hz, 1 ms, DisplayHDR600, HDMI 2.1, DisplayPort 1.4, USB-C 3.1 - Negro",4.3,999.,,(56),
"HP Laptop 14, procesador AMD serie 3000, 32 GB de RAM, almacenamiento de 1 TB, pantalla HD microborde de 14 pulgadas, batería de larga duración, cámara web, delgada y portátil, Windows 10 + un año de Office365, blanco copo de nieve",3.9,499.,,(10),Solo queda(n) 7 en stock (hay más unidades en camino).
"HP Monitor FHD de 22"" (V22V, Negro)",4.8,147.,,(11),Solo queda(n) 1 en stock (hay más unidades en camino).
ModTek - Espejo retrovisor gran angular para monitores de PC o en cualquier lugar: EX Large (paquete de 2),4.2,21.,,"(1,704)",
"EVICIV Monitor portátil True 4K 2023 de 15.6 pulgadas, 3840 x 2160 UHD 100% Adobe RGB USB-C Monitor CNC Metal IPS Computadora Gaming Display HDR FreeSync Monitor de viaje VESA y cubierta inteligente para laptop, Xbox Switch teléfono",4.3,249.,,(264),
"ROADOM Monitor portátil para laptop, monitor de viaje FHD 1080P IPS HDR de 15.6 pulgadas con HDMI USB C Mini DP, monitor externo para laptop, PC, Mac, teléfono, Xbox PS4, Switch, cubierta inteligente, altavoces duales, Plug and Play",4.5,149.,,(105),
Pixio PX222 - Monitor de computadora para juegos de productividad de 22 pulgadas 75Hz 1080p FHD Full HD 1920x1080 Premier,4.2,89.,,(78),
"VIOTEK - GNV30CBXA Monitor curvo para juegos de 30 pulgadas a 200hz, 1080p 21:9 1MS MPRT Panel VA con 112% sRGB, preparado para FreeSync y GSYNC, HDMI 2.0, DisplayPort, salida de audio, VESA - 3 años sin píxeles muertos",4.3,229.,,(139),Solo queda(n) 19 en stock (hay más unidades en camino).
"Viozon Soporte para monitor y laptop, 3 en 1 ajustable, soporte de escritorio con brazo de triple monitor, soporte de brazo de escritorio dual para pantallas LCD de 17 a 27 pulgadas, bandeja adicional para portátiles de 12 a 17 pulgadas (OL-10T-B)",4.4,129.,,(438),
"BenQ PD3200U Monitor de computadora profesional 4K UHD IPS calibrado de fábrica AQCOLOR para diseñadores con interruptor KVM integrado, 100% Rec.709, sRGB, DualView, diseño ergonómico, tecnología de cuidado ocular",4.5,629.,US$899.00US$899.00,"(2,837)",
VIOTEK GFV22CB - Monitor de juego ultra compacto de 22 pulgadas y 144 Hz | 1080P Full-HD 5ms | FreeSync FPS/RTS compatible con G-Sync | 2X HDMI 0.138 in DP | Política de píxeles muertos de tolerancia cero (VESA),4.5,109.,US$159.99US$159.99,"(3,095)",
"Packard Bell AirFrame - Paquete de 2 monitores de escritorio con bisel ultra delgado de 24 pulgadas, FHD 1920 x 1080p, 75 Hertz, 5 milisegundos, montaje VESA, ajuste de inclinación, HDMI y VGA para uso doméstico y oficina",4.1,249.,,(374),
"Z-Edge - Monitor curvado para juegos de 32 pulgadas 16:9 1920x1080 180Hz 1ms Monitor LED sin marco, AMD Freesync Premium Display Port HDMI Altavoces integrados",4.5,239.,US$299.99US$299.99,(194),
"WESTHOD Extensor de monitor portátil de 12 pulgadas, monitor portátil para laptop, HDMI, USB C, doble pantalla, FHD 1080P, Plug-Play Tri-SScreen para Windows, Chrome, Mac e Switch, funciona con portátiles de 13 a 16 pulgadas",4.2,319.,US$399.00US$399.00,(760),
"ZSCMALLS Monitor portátil de 15.6 pulgadas, pantalla de computadora Full HD USB C Dual Monitor con altavoz, monitor de juegos para PS3 PS4 Xbox Nintendo Raspberry pi",4.3,129.,,"(3,597)",
"wisecoco Monitor HDMI de 7 pulgadas, pantalla táctil IPS 1024X600, pantalla portátil USB para Raspberry Pi 4/3/2/Zero/B/B+ Windows NS Switch Xbox",Ahorra 5 %,45.,,,
"OFIYAA P2 Pro - Monitor portátil de 13.3 pulgadas para laptop, pantalla triple para laptop, monitor dual externo para Mac Windows Chrome de 13 a 16.5 pulgadas, compatible con MacBook PC",4.2,479.,US$598.99US$598.99,(48),
"DASUNG E-Ink Paper Like 3 HD - Monitor táctil de 13.3 pulgadas, color plateado",3.2,879.,,(6),Solo queda(n) 1 en stock (hay más unidades en camino).
"Dell Serie E Monitor con pantalla LED de 23 pulgadas (Dell E2318Hx), negro",4.7,199.,US$219.00US$219.00,"(2,507)",Solo queda(n) 4 en stock (hay más unidades en camino).
"Thinlerain Monitor de PC de 17 pulgadas, monitor retroiluminado LED 4:3, 1280 x 1024, frecuencia de actualización de 60 Hz, tiempo de respuesta de 5 Ms, montaje VESA, VGA, HDMI, panel TN, altavoces integrados",3.5,74.,,(205),
"MSI MAG321QR, monitor para juegos de 32 pulgadas, 2560 x 1440 (QHD), IPS, 1ms, 165Hz, compatible con G-Sync, HDR 400, HDMI, Displayport, USB tipo C, inclinación, giro, altura ajustable",3.6,399.,US$429.99US$429.99,(24),
"4K Portable Monitor, MagicRaven 16"" 3840*2400 IPS Laptop Monitor, 1500:1, 400 Nits Screen USB C HDMI Computer Gaming Display with Speakers & Smart Cover, Travel Monitor for PC Phone PS5/4 Xbox Switch",4.5,208.,,(8),
"MSI MPG ARTYMIS 273CQR, monitor de juegos de 27 pulgadas, 2560 x 1440 (QHD), VA, 165Hz, FreeSync Premium, HDR 400, HDMI, Displayport, USB C, inclinación, giratorio, altura ajustable",4.2,359.,US$499.99US$499.99,(41),
"ViewSonic ELITE XG320U - Monitor para juegos de 32 pulgadas 4K UHD 1ms 150Hz con FreeSync Premium Pro, HDR 600, HDMI, DisplayPort, USB y ergonomía avanzada para deportes electrónicos",4.4,899.,US$999.99US$999.99,(906),
"Usparkle - Monitor portátil de viaje USB-C de 15.6 pulgadas, 1080P FHD USB-C, pantalla de computadora HDMI HDR IPS con cubierta inteligente y altavoces, monitor externo para laptop, PC, Mac, teléfono, PS4 Xbox Switch",4.7,109.,US$129.99US$129.99,(86),
"Westinghouse Monitor de computadora LED VA Full HD de 1080p de 24 pulgadas, monitor de PC sin parpadeo de 75 Hz con sincronización adaptativa, paneles VA, filtro de luz azul, visión de modo cálido y fresco, compatible con HDMI y VGA",3.9,109.,US$129.99US$129.99,(31),
"MSI MAG273R2, monitor para juegos de 27 pulgadas, 1920 x 1080 (FHD), IPS, 1ms, 165Hz, compatible con G-Sync, HDR Ready, HDMI, Displayport, inclinación, altura ajustable",4.6,218.,US$239.99US$239.99,(363),
"Dragon Touch Portátil 4K – Monitor de juegos IPS HDR de 15.6 pulgadas, 100% sRGB FreeSync con altavoces, VESA compatible con Xbox PS4 Nintendo Switch, laptop, PC, teléfono, Mac Surface (no pantalla táctil)",4.2,224.,US$299.99US$299.99,(485),
"HONGO Monitor portátil para portátil de 15.6 pulgadas, Full HD 1080P, monitor de computadora dual USB C HDMI con altavoces, monitor de viaje plano para MacBook Pro PS4 PS5 PC, cubierta inteligente y protector de pantalla incluidos",4.3,119.,,"(1,180)",
"VIOTEK GFV24CB - Monitor de juego de 24 pulgadas, 165 Hz (soporta 144 Hz) 1920 x 1080p FHD de alto color 4000:1, contraste 98 % sRGB VA, Panel pantalla cerca de marco sin bisel GSYNC, FreeSync, DisplayPort, HDMI, VESA",4.6,119.,US$179.99US$179.99,(857),
"Duex Lite Mobile Pixels (versión 2023) Monitor portátil de 12.5 pulgadas, FHD 1080p, extensor de pantalla para portátil HDMI, monitor USB C Plug and Play, compatible con Windows/Mac/Linux/Switch/Android (juego azul vela)",4.3,279.,,(69),Solo queda(n) 19 en stock (hay más unidades en camino).
"PUTORSEN - Soporte elevador para monitor de computadora de vidrio templado transparente para laptop, computadora, iMac y todas las pantallas planas, soporte de escritorio con almohadillas antideslizantes que soporta 44 libras, estante de almacenamiento y soporte de pantalla",4.8,18.,,(720),
"Samsung 32"" Clase CR50 Curvo Full HD Monitor - 60Hz Actualización - 4ms Tiempo de respuesta - LC32R502FHNXZA (renovado)",4.7,199.,,(30),Solo queda(n) 3 en stock (hay más unidades en camino).
"SMTIOTS Monitor portátil, monitor de viaje FHD de 15.6 pulgadas 1080P para computadora portátil USB C HDMI pantalla HDR IPS segunda pantalla externa con cubierta y altavoces, monitor de juegos para PC, Mac, teléfono, Xbox Switch PS4",4.4,86.,US$149.86US$149.86,(19),
FUERAN DP - Emulador de pantalla DisplayPort EDID Emulador Plug (ajuste sin cabeza 2560x1600@30Hz),4.5,6.,,(399),
"LILLIPUT 10.1"" FA1016/C IPS FHD 1000:1 HDMI/VGA soporta 4K 30Hz Glass+Glass Technology USA Vendedor oficial VIVITEQ (servicio directo de Estados Unidos)",4.5,239.,,(22),
"Belkin Thunderbolt 3 Dock Core con cable Thunderbolt 3 - Hub USB C - Estación de acoplamiento 7 en 1 para Mac y Windows, carga ascendente de 60 W, con Gigabit Ethernet, Displayport y puertos de audio",3.7,139.,US$199.99US$199.99,(371),
"TopMate Soporte de monitor para escritorio, luces RGB para juegos con hub USB 3.0, elevador de pantalla plegable para computadora con cajón de almacenamiento y soporte para teléfono, organizador de escritorio, estante para laptop, para PC, laptop, iMac - negro",4.5,39.,,(297),
Acer - Nitro XF243Y Pbmiiprx Monitor Full HD de 23.8 pulgadas (HDMI),4.1,195.,,(5),Solo queda(n) 17 en stock (hay más unidades en camino).
"Lenovo Q24h-10 Monitor LCD USB-C QHD (2560 x 1440), retroiluminación LED, AMD FreeSync, 75Hz, 4ms, 99% sRGB, altavoces, luz azul baja",4.4,288.,,(464),Solo queda(n) 9 en stock (hay más unidades en camino).
"UPERFECT Monitor portátil de batería, monitor USB C actualizado de 15.6 pulgadas IPS HDR 1920 x 1080 FHD con batería integrada de 10800 mAh y altavoz cuádruple, cuidado de los ojos con funda inteligente HDMI USB tipo C",4.1,269.,,(197),
"ASUS ROG Swift Monitor de juegos 4K HDR 144Hz DSC (PG32UQX) - UHD (3840 x 2160), mini LED IPS, G-SYNC Ultimate, atenuación local, tecnología Quantum Dot, DisplayHDR 1400, cuidado de los ojos, DisplayPort, HDMI",4.1,"2,799.","US$2,999.00US$2,999.00",(403),
"BenQ PD3200U Monitor de computadora profesional 4K UHD IPS calibrado de fábrica AQCOLOR para diseñadores con interruptor KVM integrado, 100% Rec.709, sRGB, DualView, diseño ergonómico, tecnología de cuidado ocular",4.5,629.,US$899.00US$899.00,"(2,837)",
"Paquete de 2 monitores LCD individuales para computadora, soporte de escritorio independiente para pantalla de 13 a 32 pulgadas con giro, altura ajustable, rotación, capacidad para una (1) pantalla de hasta 77 libras (HT05B-201)",4.6,54.,,(421),
"Packard Bell AirFrame - Paquete de 2 monitores de escritorio con bisel ultra delgado de 24 pulgadas, FHD 1920 x 1080p, 75 Hertz, 5 milisegundos, montaje VESA, ajuste de inclinación, HDMI y VGA para uso doméstico y oficina",4.1,249.,,(374),
"Z-Edge - Monitor curvado para juegos de 32 pulgadas 16:9 1920x1080 180Hz 1ms Monitor LED sin marco, AMD Freesync Premium Display Port HDMI Altavoces integrados",4.5,239.,US$299.99US$299.99,(194),
"WESTHOD Extensor de monitor portátil de 12 pulgadas, monitor portátil para laptop, HDMI, USB C, doble pantalla, FHD 1080P, Plug-Play Tri-SScreen para Windows, Chrome, Mac e Switch, funciona con portátiles de 13 a 16 pulgadas",4.2,319.,US$399.00US$399.00,(760),
"ZSCMALLS Monitor portátil de 15.6 pulgadas, pantalla de computadora Full HD USB C Dual Monitor con altavoz, monitor de juegos para PS3 PS4 Xbox Nintendo Raspberry pi",4.3,129.,,"(3,597)",
"UPERFECT Monitor portátil de batería, monitor USB C actualizado de 15.6 pulgadas IPS HDR 1920 x 1080 FHD con batería integrada de 10800 mAh y altavoz cuádruple, cuidado de los ojos con funda inteligente HDMI USB tipo C",4.1,269.,,(197),
"ASUS ROG Swift Monitor de juegos 4K HDR 144Hz DSC (PG32UQX) - UHD (3840 x 2160), mini LED IPS, G-SYNC Ultimate, atenuación local, tecnología Quantum Dot, DisplayHDR 1400, cuidado de los ojos, DisplayPort, HDMI",4.1,"2,799.","US$2,999.00US$2,999.00",(403),
"Alienware M15 R5 - Computadora portátil para juegos, pantalla FHD 360Hz 1ms G-SYNC de 15.6 pulgadas, AMD Ryzen R9 5900HX, GeForce RTX 3070, 64GB RAM, SSD NVMe de 2TB, Killer WiFi, teclado RGB, Windows 11, lado oscuro de la luna",4.0,"2,299.",,(6),Solo queda(n) 4 en stock (hay más unidades en camino).
"ELECROW Monitor de pantalla táctil de 10.1 pulgadas, pantalla IPS Raspberry Pi de 1920 x 1080p, con pantalla HDMI VGA para laptop, Raspberry Pi Jetson Nano Win PC (Touch Sceen Version)",4.2,159.,,(129),
"Dell Serie E Monitor con pantalla LED de 23 pulgadas (Dell E2318Hx), negro",4.7,199.,US$219.00US$219.00,"(2,507)",Solo queda(n) 4 en stock (hay más unidades en camino).
"Lenovo Monitor IPS L28u-30 de 28 pulgadas, pantalla UHD 4K, biseles ultrafinos, AMD FreeSync, 4ms, 60Hz, HDMI, DisplayPort, luz azul baja, compatible con montaje VESA",4.5,349.,,(88),
"APROTII Pantalla Raspberry Pi, monitor portátil IPS de 7 pulgadas 1024 x 600, pantalla táctil capacitiva de 5 puntos, mini monitor HDMI para laptop Raspberry Pi 4B 3B+3A+ y Banana Pi win7/8/10/11 y consolas de juegos",3.9,79.,,(15),
"LG 34WP580-B Monitor IPS de 34 pulgadas 21:9 UltraWide Full HD (2560 x 1080) con soporte Ergo (extensión/retracción /giro/altura/inclinación) HDR10, AMD FreeSync, pantalla virtualmente sin bordes de 3 lados",4.5,246.,,(2),Sólo hay 1 disponible(s).
"Eyoyo Monitor HDMI de 8 pulgadas con resolución de 1024 x 768, pantalla pequeña portátil 4:3 TFT LCD mini monitor HD pantalla a color compatible con HDMI VGA BNC AV Ypbpr entrada",4.2,72.,,(676),
"LG 34WK95U-W Monitor LED ultra ancho 5K Nano IPS de 34 pulgadas con altavoces integrados, 5120x2160",3.7,,,(115),Solo queda(n) 3 en stock (hay más unidades en camino).
"HP Monitor FHD V222vb, pantalla VA de 1080p, tasa de actualización de 75 Hz, pantalla de computadora de 21.5 pulgadas, modo de luz azul baja certificada por TÜV, inclinación ergonómica, relación de contraste 3000:1, puertos HDMI y VGA, montaje VESA (2021)",4.6,199.,,"(1,178)",Solo queda(n) 11 en stock (hay más unidades en camino).
"Dell Monitor 27 - P2722H - Full HD 1080p, tecnología IPS, tiempo de respuesta de 8 ms (renovado)",3.7,199.,US$239.00US$239.00,(13),Solo queda(n) 9 en stock (hay más unidades en camino).
"Dragon Touch Portátil 4K – Monitor de juegos IPS HDR de 15.6 pulgadas, 100% sRGB FreeSync con altavoces, VESA compatible con Xbox PS4 Nintendo Switch, laptop, PC, teléfono, Mac Surface (no pantalla táctil)",4.2,224.,US$299.99US$299.99,(485),
"HONGO Monitor portátil para portátil de 15.6 pulgadas, Full HD 1080P, monitor de computadora dual USB C HDMI con altavoces, monitor de viaje plano para MacBook Pro PS4 PS5 PC, cubierta inteligente y protector de pantalla incluidos",4.3,119.,,"(1,180)",
"VIOTEK GFV24CB - Monitor de juego de 24 pulgadas, 165 Hz (soporta 144 Hz) 1920 x 1080p FHD de alto color 4000:1, contraste 98 % sRGB VA, Panel pantalla cerca de marco sin bisel GSYNC, FreeSync, DisplayPort, HDMI, VESA",4.6,119.,US$179.99US$179.99,(857),
FirstLCD ISP - Pantalla LCD táctil de repuesto para HP Envy X360 15M-BP111DX 15M-BP112DX 15M-BP011DX 15M-BP012DX 15M-BQ021DX 15M-BQ121DX 925736-001 (incluye digitalizador y bisel FHD),4.3,149.,,(73),Solo queda(n) 12 en stock (hay más unidades en camino).
"Philips Computer Monitors Momentum 32M1N5800A Monitor para juegos 4K UHD de 32 pulgadas, 4K @ 144Hz, MPRT de 1 ms, FreeSync Premium + compatible con G-Sync, DisplayHDR 400, PBP, negro, altura ajustable",5.0,730.,,(7),
SunFounder Pantalla Raspberry Pi de 13.3 pulgadas IPS portátil 2 monitores HDMI 1920 x 1080 monitor para juegos Ps4 Raspberry Pi WiiU Xbox 360 Windows 7/8/10,4.3,149.,US$159.99US$159.99,(394),
"INNOCN Monitor portátil de 13.3"" OLED Full HD 1080P 100% DCI-P3 1MS 10000:1 USB C Plug Play Monitor de computadora Mini HDMI Monitor de viaje Photo Video Editing Segundo Monitor para laptop, MacBook PC Consola",4.2,249.,,(81),
"SAMSUNG - Monitor LED T35F de 27 pulgadas con diseño sin bordes, panel IPS, 75 Hz, modo FreeSync y protector de ojos (LF27T350FHNXZA), gris azul oscuro (renovado)",4.5,,,(7),
"Nuevo monitor portátil Duex Plus Mobile Pixels para laptop, 13.3"" 1080P FHD Ultimate Portable Laptop Monitor Extender, USB C/USB A, Windows/Mac/Android/Switch Compatible",4.1,299.,,(195),
"ASUS ROG Strix - Monitor de juego HDR de 23.8 pulgadas 1080P (XG249CM) - Full HD, IPS, 270Hz, 1ms, sincronización de desenfoque de movimiento extremadamente bajo, FreeSync Premium, 105% sRGB, cuidado de los ojos, USB-C, DisplayPort, HDMI, altura ajustable",4.1,269.,US$329.00US$329.00,(10),
"SAMSUNG S70A Series - Monitor de computadora 4K UHD (3840 x 2160), 27 pulgadas, panel IPS, HDMI, puerto de pantalla, HDR10 (mil millones de colores), cuidado inteligente de los ojos con certificación TUV (LS27A700NWNXZA)",4.2,329.,US$349.99US$349.99,(121),Solo queda(n) 5 en stock (hay más unidades en camino).
"Monitor portátil 4K – 17.3 pulgadas UHD FreeSync HDR IPS 100% Adobe RGB 3840x2160 pantalla ligera para el cuidado de los ojos con tipo C mini DP HDMI para Xbox PS4/5 Switch Laptop PC Mac, con funda inteligente",4.7,699.,,(181),
"ViewSonic VG939SM - Monitor ergonómico IPS 1024p, Negro",4.3,159.,US$179.99US$179.99,(169),
Dell UltraSharp - Monitor curvo de 90 W USB-C Hub RJ45 [U3421WE] (renovado),,579.,US$759.99US$759.99,,
"ASUS El kit de montaje de escritorio para monitor ROG ACL01 soporta la mayoría de modelos de las series PG y XG de 24 a 49 pulgadas, no es compatible con monitores no ASUS, base de montaje, abrazadera C, instalación rápida y fácil",4.5,49.,,(56),
"BenQ PD3200U Monitor de computadora profesional 4K UHD IPS calibrado de fábrica AQCOLOR para diseñadores con interruptor KVM integrado, 100% Rec.709, sRGB, DualView, diseño ergonómico, tecnología de cuidado ocular",4.5,629.,US$899.00US$899.00,"(2,837)",
VIOTEK GFV22CB - Monitor de juego ultra compacto de 22 pulgadas y 144 Hz | 1080P Full-HD 5ms | FreeSync FPS/RTS compatible con G-Sync | 2X HDMI 0.138 in DP | Política de píxeles muertos de tolerancia cero (VESA),4.5,109.,US$159.99US$159.99,"(3,095)",
"Packard Bell AirFrame - Paquete de 2 monitores de escritorio con bisel ultra delgado de 24 pulgadas, FHD 1920 x 1080p, 75 Hertz, 5 milisegundos, montaje VESA, ajuste de inclinación, HDMI y VGA para uso doméstico y oficina",4.1,249.,,(374),
"Z-Edge - Monitor curvado para juegos de 32 pulgadas 16:9 1920x1080 180Hz 1ms Monitor LED sin marco, AMD Freesync Premium Display Port HDMI Altavoces integrados",4.5,239.,US$299.99US$299.99,(194),
"WESTHOD Extensor de monitor portátil de 12 pulgadas, monitor portátil para laptop, HDMI, USB C, doble pantalla, FHD 1080P, Plug-Play Tri-SScreen para Windows, Chrome, Mac e Switch, funciona con portátiles de 13 a 16 pulgadas",4.2,319.,US$399.00US$399.00,(760),
"ZSCMALLS Monitor portátil de 15.6 pulgadas, pantalla de computadora Full HD USB C Dual Monitor con altavoz, monitor de juegos para PS3 PS4 Xbox Nintendo Raspberry pi",4.3,129.,,"(3,597)",
"Lenovo Q27h-10 Monitor de 27 pulgadas, QHD (2560 x 1440), IPS, retroiluminación LED, 16:9, AMD FreeSync, USB-C, 4 lados sin bordes, 75Hz, 4ms tiempo de respuesta, 99% sRGB, inclinación, HDMI, DP 1.2, luz azul baja, 66A7GCC2US",4.5,291.,US$349.99US$349.99,(245),
"Thinlerain Monitor táctil portátil IPS de 10.1 pulgadas 1080p 1920 × 1200 resolución pantalla táctil externa dual Full HD monitor con 78% sRGB con HDMI estándar/tipo C para señal táctil, altavoz incorporado",3.9,105.,US$115.99US$115.99,(58),
"FYHXele FY27FHP - Monitor rosa de 27 pulgadas curvado para juegos de 165 Hz - Compatible con pantalla VA de 144 Hz 1800R 1ms 1920x1080P, altavoces integrados, AMD Free-Sync, HDMI, DP, USB, AUX, inclinación ajustable",4.5,299.,,(2),Solo queda(n) 9 en stock (hay más unidades en camino).
"Thinlerain Monitor de PC de 20 pulgadas 16:9 1600x900 monitor de cocina, monitor LED altavoz integrado, 5Ms, 60 Hz, montaje VESA, con VGA HDMI AV BNC USB, para FireStick, computadora, portátil",3.6,109.,,(80),
"Lenovo ThinkVision T24i-2L 23.8"" 60Hz Monitor LCD Raven Negro - Pantalla Full HD 1920 x 1080 @ 60Hz – Tecnología de conmutación en plano (IPS) – Brillo de 250 Nit – Conectores HDMI y DisplayPort –",4.3,,,(7),
"LG Electronics, Q Series 24M47VQ. Monitor con luz LED de 24 pulgadas",4.7,215.,US$230.00US$230.00,"(5,639)",
Magnum magn-me-arc50/Control Remoto Advanced Series ME,4.1,249.,,(23),
"Dell P2418HT - Monitor táctil de 23,8"" (1920 x 1080 LED-LIT), color negro (reacondicionado certificado)",3.3,228.,US$259.99US$259.99,(22),
Acer Accesorio para computadora,4.6,164.,US$199.99US$199.99,(807),Solo queda(n) 1 en stock (hay más unidades en camino).
"Monitor Dell P2214HB Full HD retroiluminado de 22 pulgadas, VGA, puerto de pantalla, DVI, 16,7 millones de colores, ángulo de visión de 178 grados, frecuencia de actualización horizontal y vertical de hasta 76/60 Hz (renovado)",3.2,119.,,(13),
Mini pantalla IPS USB AIDA64 PC CPU RAM HDD Monitor de datos pantalla de temperatura de computadora tipo C,3.2,36.,,(95),
"HP Pavilion - Portátil con pantalla táctil FHD de 15.6 pulgadas, procesador Intel Core i7-1255U de 12ª generación, gráficos Intel Iris Xe, Wi-Fi 6, HDMI, cámara web, Bluetooth, Windows 11 Home (32 GB | SSD de 1 TB)",5.0,929.,,(3),Solo queda(n) 15 en stock (hay más unidades en camino).
"Dragon Touch Portátil 4K – Monitor de juegos IPS HDR de 15.6 pulgadas, 100% sRGB FreeSync con altavoces, VESA compatible con Xbox PS4 Nintendo Switch, laptop, PC, teléfono, Mac Surface (no pantalla táctil)",4.2,224.,US$299.99US$299.99,(485),
"HONGO Monitor portátil para portátil de 15.6 pulgadas, Full HD 1080P, monitor de computadora dual USB C HDMI con altavoces, monitor de viaje plano para MacBook Pro PS4 PS5 PC, cubierta inteligente y protector de pantalla incluidos",4.3,119.,,"(1,180)",
"VIOTEK GFV24CB - Monitor de juego de 24 pulgadas, 165 Hz (soporta 144 Hz) 1920 x 1080p FHD de alto color 4000:1, contraste 98 % sRGB VA, Panel pantalla cerca de marco sin bisel GSYNC, FreeSync, DisplayPort, HDMI, VESA",4.6,119.,US$179.99US$179.99,(857),
"Samsung LS24H850QFNXZA SH850 Series 24"" Monitor (Renewed)",3.7,169.,US$399.99US$399.99,(26),
"aiuouog Monitor portátil, 14 pulgadas FHD 1080P USB C HDMI segundo monitor externo para laptop, pantalla de computadora de doble altavoz, monitor de viaje y juegos, con cubierta inteligente premium para PC, Mac, teléfono, PS4 Xbox Switch",4.2,99.,,(33),
"APROTII Pantalla Raspberry Pi de 10 pulgadas, 1280 x 800 IPS Raspberry Pi pantalla táctil 10 puntos capacitivo portátil HDMI monitor para PS4 Switch PC Laptop Raspberry Pi 4B 3B 3A+ 2B B+",3.4,109.,,(6),
"KOGODA Monitor portátil de 15.6 pulgadas FHD 1080P IPS HDR Monitor de viaje con mini puerto HDMI USB C, monitor portátil para laptop, PC, Mac, teléfono, Xbox PS5 Switch, cubierta inteligente, altavoces duales, Plug and Play",4.5,149.,,(311),
"G-STORY Monitor portátil de 11.6 pulgadas para Xbox Series S, 1080P, pantalla IPS portátil para Xbox Series S (no incluido) con dos HDMI, HDR, Freesync, modo de juego, monitor de viaje para Xbox Series S",4.4,199.,,(236),
"Monitor portátil Duex Max de 14.1 pulgadas, Full HD 1080P IPS Auto Rotated Laptop Extender, USB A/Tipo-C USB Plug and Play, compatible con Windows/Mac/Android/Switch (gris metálico)",4.1,329.,,(341),
Dell Monitor LED Full HD de 24 pulgadas P2418HZM con altavoces integrados,4.4,267.,,(246),
Portal Plus de Facebook. Videollamadas inteligentes y manos libres con Alexa incorporada,4.6,,,"(1,868)",
"Bnztruk Monitor portátil de 14 pulgadas con puerto HDMI y VGA, pantalla IPS Full HD de 1920 x 1080 para Raspberry Pi, laptop, PC, MacBook, Xbox, PS3, PS4, 60HZ, 5ms, PC 16:9 pantalla externa",4.6,102.,US$109.99US$109.99,(3),
"Dell UltraSharp U2412M monitor led de 24 pulgadas, Negro",4.5,329.,US$349.99US$349.99,"(2,384)",Solo queda(n) 8 en stock (hay más unidades en camino).
